business_name,street_address,city,state,zip,phone,website,google_rating,review_count,hours_monday,hours_tuesday,hours_wednesday,hours_thursday,hours_friday,hours_saturday,hours_sunday,latitude,longitude
Naples Velo,,NAPLES,FL,34103,,http://naplesvelo.com,,,,,,,,,,,
New Wave Triathlon Club,,Rockledge,FL,32937,,,,,,,,,,,,,
NextRun,,Saint Cloud,FL,34769,,,,,,,,,,,,,
Ocala Distance Project,,Ocala,FL,34470,,,,,,,,,,,,,
Orlando Runners Club,,Orlando,FL,32802,,,,,,,,,,,,,
Outrunning the Monorail,,Osprey,FL,33418,,http://shiawaselife.com,,,,,,,,,,,
Pensacola Runners Association,,Pensacola,FL,32591,,,,,,,,,,,,,
Pensacola Sports,,Pensacola,FL,32502,,https://pensacolasports.org/getinvolved/,,,,,,,,,,,
Polk County Landsharks,,Lakeland,FL,33803,,,,,,,,,,,,,
Premier Health &amp; Fitness Center,,Tallahassee,FL,32312,,http://www.tmh.org/PremierHealthFitnessCenter,,,,,,,,,,,
PRS Triathlon Club Junior Kiwi Team,,Jacksonville,FL,32202,,http://prstriclub.com/,,,,,,,,,,,
PSL Crosstown Running Club,,Port St. Lucie,FL,34983,,,,,,,,,,,,,
Publix Championship Racing Series,,North Port,FL,34286,,,,,,,,,,,,,
PURE Athletics NTC,,Clermont,FL,34711,,http://www.nationaltrackclub.com,,,,,,,,,,,
Regina Faura Training and Conditioning Program,,Pensacola,FL,32514,,,,,,,,,,,,,
Run Club Network,,Miami,FL,33133,,http://www.runclubnetwork.com,,,,,,,,,,,
Run Destin,,Destin,FL,32541,,,,,,,,,,,,,
Run For Your Life Inc.,,Monticello,FL,32345,,http://www.RunForYourLifeinc.org,,,,,,,,,,,
Run Manatee,,Bradenton,FL,34202,,,,,,,,,,,,,
Run SWFL,,Fort Myers,FL,33912,,,,,,,,,,,,,
Run Your Pace,,Tampa,FL,33606,,,,,,,,,,,,,
Run! Spring Hill,,Brooksville,FL,34604,,,,,,,,,,,,,
runFIT runCLUB,,Lutz,FL,33558,,,,,,,,,,,,,
RunnerGirl,,Bradenton,FL,34211,,,,,,,,,,,,,
Running Zone Foundation Run Club,,Melbourne,FL,32935,,,,,,,,,,,,,
RunTampa,,Tampa,FL,33614,,,,,,,,,,,,,
Safety Harbor Crackadawn Running Club,,Clearwater,FL,33759,,,,,,,,,,,,,
Sarasota Storm Triathlon Club,,Lakewood Ranch,FL,34202,,,,,,,,,,,,,
SOFLO Track Club,,Coral Springs,FL,33067,,,,,,,,,,,,,
Sommer Sports Maniacs,,Clermont,FL,34711,,,,,,,,,,,,,
South Florida Triathletes,,South Miami,FL,33243,,,,,,,,,,,,,
Space Coast Runners,,Merritt Island,FL,32954,,https://my-site-105734-109114.square.site/,,,,,,,,,,,
Speed Starz Track/Running Club,,Wesley Chapel,FL,33544,,,,,,,,,,,,,
Strong Finish Run Coaching &amp; Sports Nutrition,,Orlando,FL,32825,,,,,,,,,,,,,
"Suncoast Striders, Inc",,Bradenton,FL,34205,,http://www.suncoaststriders.com,,,,,,,,,,,
TC Running,,Stuart,FL,34995,,,,,,,,,,,,,
Team Fort Lauderdale,,Pompano Beach,FL,33189,,,,,,,,,,,,,
Test,,New Port Richey,FL,34654,,,,,,,,,,,,,
The Coral Springs Run Club,,Boca Raton,FL,33497,,,,,,,,,,,,,
The Evo Way,,Coconut Creek,FL,33073,,,,,,,,,,,,,
Tri Gulf Coast,,Gulf Breeze,FL,32563,,,,,,,,,,,,,
TRIBEKE RUNNING TEAM,,Jasper,FL,32052,,,,,,,,,,,,,
TriChix Multisport,,Pensacola,FL,32504,,,,,,,,,,,,,
Wahoo Kids Run Club,,BIG PINE KEY,FL,33043,,,,,,,,,,,,,
West Florida Y Runners Club,,Palm Harbor,FL,34683,,,,,,,,,,,,,
West Shore Run Club,,Tampa,FL,33629,,,,,,,,,,,,,
Zoomers - Southwest Florida Running &amp; Triathlon Club,,Port Charlotte,FL,33952,,https://www.zoomersruntri.com,,,,,,,,,,,
75 South Cycling Club,,Hampton,GA,30228,,,,,,,,,,,,,
Athens Road Runners,,Athens,GA,30601,,,,,,,,,,,,,
Atlanta Marathon Club,,Atlanta,GA,30303,,http://www.atlantamarathonclub.com,,,,,,,,,,,
Bike Walk Golden Isles,,St. Simons Island,GA,31522,,,,,,,,,,,,,
BRAZILNATION #RUN CLUB,,Atlanta,GA,30331,,,,,,,,,,,,,
Columbus Road Runners,,Columbus,GA,31908,,,,,,,,,,,,,
Covington Conyers Cycling Club,,Conyers,GA,30094,,,,,,,,,,,,,
Douglas County Rogue Runners (DCRR),,Douglasville,GA,30133,,,,,,,,,,,,,
Fleet Feet Savannah,,Savannah,GA,31404,,http://www.fleetfeetsavannah.com/,,,,,,,,,,,
Fleet Feet Savannah,,Savannah,GA,31404,,http://www.fleetfeetsavannah.com/,,,,,,,,,,,
FUEL &amp; FINISH LINE,,Hiawassee,GA,30546,,,,,,,,,,,,,
Golden Isles Track Club,,Saint Simons Island,GA,31522,,,,,,,,,,,,,
Good Life City Runners,,Albany,GA,31707,,https://glcrunners.blogspot.com/,,,,,,,,,,,
Kids Run the Nation--Savannah,,Savannah,GA,31406,,,,,,,,,,,,,
Metro Area Running Club,,Atlanta,GA,30357,,,,,,,,,,,,,
Minority Women Marathoners Alliance,,Dougasville,GA,30133,,http://www.themwma.com,,,,,,,,,,,
MTRC,,macon,GA,31221,,,,,,,,,,,,,
P42 ROADSTERS,,Columbus,GA,31906,,http://project42running.com,,,,,,,,,,,
Park Creek Cheetahs,,Dalton,GA,30721,,,,,,,,,,,,,
Peachtree City Running Club,,Peachtree City,GA,30269,,,,,,,,,,,,,
Picture of Health Foundation Wellness Inc,,Tucker,GA,30084,,,,,,,,,,,,,
River Ridge Track Club,,Woodstock,GA,30188,,,,,,,,,,,,,
Run Kids Run,,Royston,GA,30662,,http://teamfusionrunning.com,,,,,,,,,,,
RunRoystonRun,,Royston,GA,30662,,http://www.runroystonrun.com,,,,,,,,,,,
Savannah Triathlon Team INC,,Savannah,GA,31406,,,,,,,,,,,,,
Soal Running Club,,Dalton,GA,30720,,,,,,,,,,,,,
Strong Run Coaching,,Marietta,GA,30062,,,,,,,,,,,,,
Team Fusion Running,,Royston,GA,30662,,http://www.runroystonrun@gmail.com,,,,,,,,,,,
"Trailblazer Running, LLC",,Atlanta,GA,30306,,http://www.trailblazerrunning.com,,,,,,,,,,,
Unity Riders,,Newnan,GA,30265,,,,,,,,,,,,,
West Georgia Track Club,,Carrollton,GA,30112,,,,,,,,,,,,,
WRun | She Rises | Social #Run Club 💜💚,,Mableton,GA,30126,,,,,,,,,,,,,
Big Island Road Runners Membership,,Hilo,HI,96720,,,,,,,,,,,,,
Hawaii Running Project,,Honolulu,HI,96817,,,,,,,,,,,,,
Honolulu FrontRunners/FrontWalkers,,Honolulu,HI,96822,,,,,,,,,,,,,
Honolulu Marathon Clinic,,Honolulu,HI,96814,,,,,,,,,,,,,
Longrunergy Coaching,,Kaneohe,HI,96744,,http://longrunergy.com,,,,,,,,,,,
Mid-Pacific Road Runners Club,,Honolulu,HI,96803,,https://www.mprrc.com,,,,,,,,,,,
Tri Again Fitness,,Kihei,HI,96753,,,,,,,,,,,,,
Valley Isle Road Runners,,Kahului,HI,96733,,,,,,,,,,,,,
Girls on the Run Treasure Valley,,Boise,ID,83707,,http://gotrtreasurevalley.org/,,,,,,,,,,,
TEAM BAR (Boise Area Runners),,Boise,ID,83702,,http://www.boisearearunners.com,,,,,,,,,,,
Team Run Boise,,Boise,ID,83712,,https://www.teamrunboise.club,,,,,,,,,,,
261 Fearless Club Bloomington-Normal,,Normal,IL,60601,,https://www.261fearless.org/261-club-bloomington-normal/,,,,,,,,,,,
ABC Runners,,Chicago,IL,60611,,,,,,,,,,,,,
All Community Events Missed Event,,Round Lake,IL,60073,,http://www.allcommunityevents.com/,,,,,,,,,,,
Belleville Running Club,,Belleville,IL,62220,,,,,,,,,,,,,
Berwyn Runners Club,,Berwyn,IL,60402,,,,,,,,,,,,,
Bucktown Run Club,,Chicago,IL,60647,,,,,,,,,,,,,
C.0.R.E,,Rantoul,IL,61866,,,,,,,,,,,,,
California Bounce Running Club,,Wilmette,IL,60091,,,,,,,,,,,,,
Cary-Grove Rotary Charitable Fund,,Cary,IL,60013,,https://portal.clubrunner.ca/2363/,,,,,,,,,,,
Chaos Theory Running,,Chicago,IL,60613,,http://www.chaostheoryrunning.com,,,,,,,,,,,
CHI RUNNING CLUB,,Buffalo Grove,IL,60089,,,,,,,,,,,,,
Chicago Endurance Coaches Alliance (CECA),,Chicago,IL,60601,,,,,,,,,,,,,
Comlara MTB,,Normal,IL,61761,,,,,,,,,,,,,
Decatur Running Club,,Decatur,IL,62526,,,,,,,,,,,,,
Fox Valley RunJunkEes® Run Club (Illinois Local Chapter),,Bristol,IL,60512,,http://www.RunJunkEes.com,,,,,,,,,,,
Frontrunners Chicago,,Chicago,IL,60657,,,,,,,,,,,,,
FRY RUNNERS,,Naperville,IL,60564,,,,,,,,,,,,,
Huskie Running Club,,Loves Park,IL,61111,,,,,,,,,,,,,
Illinois Valley Striders,,Peoria,IL,61612,,,,,,,,,,,,,
jhon deo,,Chicago,IL,60615,,,,,,,,,,,,,
Kennekuk Road Runners,,Danville,IL,61834,,,,,,,,,,,,,
Lake Run Club,,Normal,IL,61761,,,,,,,,,,,,,
Lake Run Club,,Normal,IL,61761,,,,,,,,,,,,,
Metro Milers,,Edwardsville,IL,62025,,,,,,,,,,,,,
Metro Tri Club,,Edwardsville,IL,62025,,,,,,,,,,,,,
NXNW Trail Runners,,Woodstock,IL,60098,,,,,,,,,,,,,
Oak Park Runners Club,,Oak Park,IL,61761,,https://app.candid.org/search?keyword=36-3168203,,,,,,,,,,,
Pecatonica Pacers,,Pecatonica,IL,61063,,http://pecatonicapacers.blogspot.com/,,,,,,,,,,,
Prairie State Road Runners,,Channahon,IL,60410,,https://redsthreadsandsafety.com/apparel-stores-%26-products/ols/categories/prairie-state-road-runners-apparel,,,,,,,,,,,
River to River Runners,,Herrin,IL,62948,,,,,,,,,,,,,
Rockford Road Runners,,Rockford,IL,61126,,,,,,,,,,,,,
Rockford Wildcats,,Rockford,IL,61126,,http://www.rockfordwildcats.org/,,,,,,,,,,,
Run for the Dogs,,New Lenox,IL,60451,,,,,,,,,,,,,
Rush Athletics USA/Illinois Rush TC,,Plainfield,IL,60544,,http://rushusa.org,,,,,,,,,,,
sadsad,,Springfield,IL,62707,,,,,,,,,,,,,
Second Wind Running Club,,Champaign,IL,61826,,https://ultrasignup.com/register.aspx?did=132332,,,,,,,,,,,
SJKfitness,,Chicago,IL,60622,,http://www.sjkfitness.com,,,,,,,,,,,
Spirits Run * Illinois Adventure Series,,Mundelein,IL,60060,,,,,,,,,,,,,
Springfield Bicycle Club,,Springfield,IL,62791,,,,,,,,,,,,,
Springfield Road Runners Club,,Springfield,IL,62705,,,,,,,,,,,,,
Starved Rock Runners LTD,,La Salle,IL,61301,,,,,,,,,,,,,
Team Endurance Youth Running Team,,Genoa,IL,60135,,,,,,,,,,,,,
The Cause Crew,,Vernon Hills,IL,60061,,http://www.thecausecoach.net,,,,,,,,,,,
Tri312 Triathlon Training + Skyline Swim,,Chicago,IL,60601,,https://www.4StarEndurance.com/calendar,,,,,,,,,,,
Winter Running Clinic,,Oak Park,IL,60302,,,,,,,,,,,,,
Anderson Road Runners Club,,Anderson,IN,46015,,,,,,,,,,,,,
Appleseeds XC,,FORT WAYNE,IN,46805,,,,,,,,,,,,,
Appleseeds XC,,FORT WAYNE,IN,46805,,,,,,,,,,,,,
Appleseeds Youth Running Club,,Fort Wayne,IN,46805,,https://3riversrunning.com/community/appleseeds-youth-running-program/,,,,,,,,,,,
Bloomington Area Runners Association,,Bloomington,IN,47402,,https://www.bara.run,,,,,,,,,,,
Calumet Region Striders,,Griffith,IN,46319,,http://www.calstrider.org,,,,,,,,,,,
Carmel Runners Club,,Carmel,IN,46032,,,,,,,,,,,,,
Club Kokomo Roadrunners,,Kokomo,IN,46902,,,,,,,,,,,,,
Columbus Running Club,,Columbus,IN,47202,,,,,,,,,,,,,
CRC Rovers Club,,Carmel,IN,46032,,,,,,,,,,,,,
Divas presented by IU Health,,Indianapolis,IN,46208,,,,,,,,,,,,,
Epic Run Club,,Fort Wayne,IN,46808,,,,,,,,,,,,,
Esperanza Warriors,,Greenwood,IN,46142,,,,,,,,,,,,,
Evansville Speedsters,,Evansville,IN,47630,,,,,,,,,,,,,
Fishers Running Club,,Fishers,IN,46038,,,,,,,,,,,,,
Fleet Feet Mishawaka Race Series 2024,,Mishawaka,IN,46545,,,,,,,,,,,,,
Fleet Feet Mishawaka Race Series 2025,,MISHAWAKA,IN,46545,,,,,,,,,,,,,
Fleet Feet Mishawaka Race Series 2026,,Mishawaka,IN,46545,,,,,,,,,,,,,
Footprints - Everbody&#039;s Fun &amp; Fitness,,Tell City,IN,47586,,http://www.everbodys.com,,,,,,,,,,,
Fort Wayne Running Club,,Fort Wayne,IN,46860,,,,,,,,,,,,,
Getting Miles Athletic Club,,Fort Wayne,IN,46825,,,,,,,,,,,,,
Hometown Happenings,,Crown Point,IN,46307,,,,,,,,,,,,,
Hometown Market ~ Hometown Happenings,,Crown Point,IN,46307,,,,,,,,,,,,,
Indiana BLAST,,Bluffton,IN,46714,,,,,,,,,,,,,
Indiana Trail Running Association,,Indianapolis,IN,46240,,http://www.indianatrailrunning.org,,,,,,,,,,,
Indy Runners and Walkers,,Indianapolis,IN,46230,,https://www.linkedin.com/company/indy-runners-walkers,,,,,,,,,,,
Integrated Training and Consultation Services Inc.,,Lowell,IN,46356,,http://integratedtcs.net,,,,,,,,,,,
Maple City Milers,,LaPorte,IN,46350,,,,,,,,,,,,,
Michiana Bicycle Association,,Granger,IN,46530,,,,,,,,,,,,,
Nilesh Vasava,,Vadodara,IN,39001,,,,,,,,,,,,,
Pennsy Run Club,,Greenfield,IN,46140,,,,,,,,,,,,,
Plainfield Run Club,,Plainfield,IN,46168,,,,,,,,,,,,,
Race The Region,,Valparaiso,IN,46383,,,,,,,,,,,,,
Running Through The Woods,,Elkhart,IN,46517,,,,,,,,,,,,,
Team Acorn 2025,,Terre Haute,IN,47803,,,,,,,,,,,,,
The Pacing Company,,Carmel,IN,46032,,,,,,,,,,,,,
Tri-812,,Columbus,IN,47201,,,,,,,,,,,,,
Two Rivers Running Club,,Goshen,IN,46526,,,,,,,,,,,,,
USARA,,Zionsville,IN,46077,,,,,,,,,,,,,
Wabash Valley Road Runners,,Terre Haute,IN,47808,,,,,,,,,,,,,
XJ Corps Run Club,,Terre Haute,IN,47809,,,,,,,,,,,,,
XYZ FOR Trail Series,,Valparaiso,IN,46383,,http://www.xyztrailseries.com,,,,,,,,,,,
Bergman Academy Kids Run the Nation,,Des Moines,IA,50312,,http://www.bergmanacademy.org/,,,,,,,,,,,
Capital Striders Central Iowa Running Club,,Des Moines,IA,50310,,https://www.capitalstriders.org/MemberOrg/capitalstriders/Page/Loop-the-Lake,,,,,,,,,,,
CB Running Club,,Council Bluffs,IA,51503,,http://www.fusionfitns.com,,,,,,,,,,,
Coach Curtis,,Ankeny,IA,50023,,,,,,,,,,,,,
Cornbelt Running Club old,,Davenport,IA,52803,,,,,,,,,,,,,
Corridor Running,,Cedar Rapids,IA,52406,,http://corridorrunning.com,,,,,,,,,,,
FASST,,Dubuque,IA,52003,,,,,,,,,,,,,
Fusion Fitness,,Council Bluffs,IA,51503,,http://www.fusionfitns.com,,,,,,,,,,,
Iowa HEAT,,North Liberty,IA,52317,,,,,,,,,,,,,
Midwest Xtreme Triathlon Club,,Cedar Rapids,IA,52401,,,,,,,,,,,,,
Derby Running Club,,Wichita,KS,66213,,,,,,,,,,,,,
KC Endurance High School Cross Country Camp,,Overland Park,KS,66213,,,,,,,,,,,,,
Lawrence Trail Hawks,,Lawrence,KS,66044,,,,,,,,,,,,,
Olathe Running Club,,Olathe,KS,66061,,,,,,,,,,,,,
Power of Run Club,,Olathe,KS,66063,,http://www.powerofrun.com,,,,,,,,,,,
Rolling Ridge Rocket Runners,,Olathe,KS,66061,,,,,,,,,,,,,
Run Wichita,,Wichita,KS,67206,,,,,,,,,,,,,
Run Wichita,,Wichita,KS,67202,,,,,,,,,,,,,
runLawrence Membership Application,,Lawrence,KS,66044,,,,,,,,,,,,,
Stout Stingers on the Run,,Topeka,KS,66611,,,,,,,,,,,,,
Sunflower Striders Running Club of Topeka,,Topeka,KS,66667,,,,,,,,,,,,,
T RiKC,,Overland Park,KS,66204,,http://http:www.trikc.org,,,,,,,,,,,
TJ&#039;s Running,,Wichita,KS,67211,,,,,,,,,,,,,
Trail &amp; Error with Fleet Feet,,Overland Park,KS,66213,,https://groupme.com/join_group/114132721/FAjvZQV5,,,,,,,,,,,
Wichita Grand Prix #MileADay,,Goddars,KS,67052,,http://www.wichitagrandprix.com,,,,,,,,,,,
Winter RUNNERland Boot Camp,,Olathe,KS,66063,,http://www.powerofrun.com,,,,,,,,,,,
Bluegrass Runners,,Lexington,KY,40523,,https://bit.ly/BGRraceresult,,,,,,,,,,,
Bluegrass Triathlon Club,,Leington,KY,40502,,,,,,,,,,,,,
Bowling Green Lightning,,BOWLING GREEN,KY,42101,,http://bglightning.weebly.com/index.html,,,,,,,,,,,
Bowling Green Running Club,,Bowling Green,KY,42102,,,,,,,,,,,,,
Campbellsville Running Club,,Campbellsville,KY,42718,,,,,,,,,,,,,
Central Kentucky Wheelmen,,Rineyville,KY,40162,,https://ridewithgps.com/organizations/4917-central-kentucky-wheelmen/events?,,,,,,,,,,,
Chain Reaction Cycling Club,,Paducah,KY,42002,,,,,,,,,,,,,
Colonel Run Club,,Cave City,KY,42127,,,,,,,,,,,,,
Derby City Run Club,,Louisville,KY,40207,,http://derbycityrunclub.com,,,,,,,,,,,
Fleet Feet Louisville Racing Team,,Louisville,KY,40207,,,,,,,,,,,,,
ForWord Running,,Frankfort,KY,40601,,http://www.forwordrunning.com,,,,,,,,,,,
Frankfort Striders Club,,Frankfort,KY,40601,,,,,,,,,,,,,
Fun Sole,,Elizabethtown,KY,42701,,,,,,,,,,,,,
Hardin County Adventure Club,,Elizabethtown,KY,42701,,,,,,,,,,,,,
Iroquois Hill Runners,,Louisville,KY,40214,,,,,,,,,,,,,
John&#039;s Lexington Running Club / John&#039;s Central KY Trail Club,,Lexington,KY,40502,,,,,,,,,,,,,
Kentucky Horse Park Run/Walk Club,,Lexington,KY,40511,,https://www.kyhorsepark.com/events/kentucky-horse-park-runwalk-club-12,,,,,,,,,,,
Lake Cumberland Runners,,Kentucky,KY,42503,,,,,,,,,,,,,
Lake Cumberland Youth Runners XC/Track,,SOMERSET,KY,42503,,,,,,,,,,,,,
Owensboro Area Runners and Walkers Club inc.,,Owensboro,KY,42303,,http://owensbororunningclub.com,,,,,,,,,,,
Run Richmond KY,,Richmond,KY,40475,,http://www.runrichmondky.com,,,,,,,,,,,
West Kentucky Runners,,Paducah,KY,42001,,,,,,,,,,,,,
AE Phillips Marathon Club,,Ruston,LA,71272,,,,,,,,,,,,,
Baton Rouge Bike Club,,Baton Rouge,LA,70821,,,,,,,,,,,,,
Bons Temps Triathletes,,Sulphur,LA,70664,,,,,,,,,,,,,
Cajun Road Runners Club,,Lafayette,LA,70471,,http://www.cajunroadrunners.com,,,,,,,,,,,
Club South Runners,,Baton Rouge,LA,70810,,,,,,,,,,,,,
"Full Potential, LLC",,New Orleans,LA,70131,,,,,,,,,,,,,
Gallagher Run Club,,Covington,LA,70433,,https://www.strava.com/clubs/gallagher,,,,,,,,,,,
Happy&#039;s Running Club,,Baton Rouge,LA,70801,,,,,,,,,,,,,
Healthy Fit KIDS,,Vidalia,LA,71373,,,,,,,,,,,,,
Healthy Fit Run Club,,Vidalia,LA,71373,,,,,,,,,,,,,
Heart N Hands Membership,,New Orleans,LA,70124,,http://www.heartnhands.org,,,,,,,,,,,
Lake Area Runners,,Lake Charles,LA,70602,,,,,,,,,,,,,
Louisiana Running Company,,New Orleans,LA,70119,,,,,,,,,,,,,
Madi Run Club,,Madisonville,LA,70447,,https://madi-run-club.printful.me/,,,,,,,,,,,
NELA Track &amp; Field Run Club,,Jonesboro,LA,71251,,,,,,,,,,,,,
New Orleans Track Club,,New Orleans,LA,70123,,https://www.runnotc.org/hall-of-fame,,,,,,,,,,,
Northshore Run Collective,,Mandeville,LA,70448,,https://rebrand.ly/ChafunktaTribeTrotters,,,,,,,,,,,
Red River Road Runners,,Shreveport,LA,71107,,,,,,,,,,,,,
SLAKK Run Cult,,Baton Rouge,LA,70817,,,,,,,,,,,,,
Sunrise Triathlon Club,,Bossier City,LA,71113,,,,,,,,,,,,,
Team LaS&#039;port,,Bossier Citry,LA,71111,,,,,,,,,,,,,
Team Pack A Lunch,,Metairie,LA,70005,,,,,,,,,,,,,
Wednesday Run Club (WRC),,Mandeville,LA,70448,,https://strava.app.link/YWuXHYyc2Jb,,,,,,,,,,,
Bold Coast Runners,,Pembroke,ME,04666,,https://www.boldcoastrunners.org,,,,,,,,,,,
Central Maine Striders,,Waterville,ME,04903,,,,,,,,,,,,,
Friends of Moosehorn National Wildlife Refuge,,Baileyville,ME,04694,,,,,,,,,,,,,
Katahdin Area Trails,,Millinocket,ME,04462,,,,,,,,,,,,,
Maine Track Club,,Portland,ME,04104,,https://www.strava.com/athletes/52973,,,,,,,,,,,
Moving ME Forward Fitness Friends @ Bates,,Lewiston,ME,04240,,http://www.movingmeforward.org,,,,,,,,,,,
Moving ME Forward Running Club,,Auburn,ME,04210,,http://www.movingmeforward.org,,,,,,,,,,,
Runaways Run Club,,Portland,ME,04103,,,,,,,,,,,,,
Sub5 Track Club,,Brewer,ME,04412,,,,,,,,,,,,,
Annapolis Striders,,Annapolis,MD,21404,,,,,,,,,,,,,
Baltimore Area Triathlon Club,,Baltimore,MD,21093,,,,,,,,,,,,,
Baltimore Road Runners Club,,Baltimore,MD,21284,,,,,,,,,,,,,
"BelieveinMe Sports, LLC",,Frederick,MD,21704,,,,,,,,,,,,,
BME RC Fall Training - Green Flash for Youth and Adults,,Frederick,MD,21704,,http://www.bme-rc.com/team-calendar1/,,,,,,,,,,,
BME RC Fall XC Travel Meet 2017 -- AAU Nationals,,Frederick,MD,21704,,http://www.bme-rc.com,,,,,,,,,,,
BME RC Hills &amp; Trails,,Frederick,MD,21704,,http://www.bme-rc.com,,,,,,,,,,,
BME Running Club (BME RC),,Frederick,MD,21704,,http://www.bme-rc.com,,,,,,,,,,,
CorpsTHAT,,Baltimore,MD,21230,,,,,,,,,,,,,
Eastern Shore Running Club,,Salisbury,MD,21804,,,,,,,,,,,,,
Eldersburg Rogue Runners,,Sykesville,MD,21784,,,,,,,,,,,,,
Endurance 2 Perform,,Rockville,MD,20852,,,,,,,,,,,,,
Fleet Feet Run Club,,Gaithersburg,MD,20878,,http://fleetfeetgaithersburg.com,,,,,,,,,,,
Flower Valley Kids Run the Nation,,Rockville,MD,20853,,,,,,,,,,,,,
Frederick Steeplechasers Running Club,,Frederick,MD,21705,,,,,,,,,,,,,
GROC,,Rockville,MD,20852,,,,,,,,,,,,,
Harford Multisport Club,,Bel Air,MD,21014,,,,,,,,,,,,,
Harford Velo Cycling Club,,Bel Air,MD,21014,,,,,,,,,,,,,
Howard County Striders,,Columbia,MD,21045,,https://www.strava.com/athletes/8174,,,,,,,,,,,
Kent Island Running Group,,Stevensville,MD,21666,,https://maps.app.goo.gl/8eSaPZa4xMynNx6D7,,,,,,,,,,,
MCRRC - Montgomery County Road Runners Club,,Rockville,MD,20849,,,,,,,,,,,,,
MTG Athletics,,Clarksburg,MD,20871,,http://www.mtgatheltics.com,,,,,,,,,,,
Peake Run,,Annapolis,MD,21401,,,,,,,,,,,,,
PGRC 2016 8K Program,,Greenbelt,MD,20768,,http://www.pgrc.org,,,,,,,,,,,
PGRC 2016 Running Start 5K Training Program,,Greenbelt,MD,20768,,http://www.pgrc.org,,,,,,,,,,,
PGRC Hill Training for Runners Workshop,,Greenbelt,MD,20768,,http://www.pgrc.org,,,,,,,,,,,
PGRC Nutrition and Fueling for Runners Workshop - Beginners,,Greebelt,MD,20768,,http://www.pgrc.org,,,,,,,,,,,
PGRC Nutrition and Fueling Workshop - ADVANCED,,Greenbelt,MD,20768,,http://www.pgrc.org,,,,,,,,,,,
PGRC Training Programs,,Greenbelt,MD,20768,,http://www.pgrc.org,,,,,,,,,,,
Phoenix Running,,COLLEGE PARK,MD,20740,,,,,,,,,,,,,
Ponies and Beer Running Club,,Laytonsville,MD,20833,,,,,,,,,,,,,
Prince George&#039;s Running Club,,Greenbelt,MD,20768,,,,,,,,,,,,,
Queen City Striders,,Cumberland,MD,21501,,,,,,,,,,,,,
Run4Good,,Baltimore,MD,21231,,http://www.run4good.org,,,,,,,,,,,
Southern MD Archers (SMA) Club,,Upper Marlboro,MD,20772,,,,,,,,,,,,,
Test FSRC - DO NOT SIGN UP,,Frederick,MD,21705,,,,,,,,,,,,,
The Harford County Running Club (HCRC),,Bel Air,MD,21014,,,,,,,,,,,,,
The Phoenix Project,,Clarksburg,MD,20871,,https://mtgathletics.com/the-phoenix-project/,,,,,,,,,,,
"Titanium Training, LLC",,Bowie,MD,20715,,,,,,,,,,,,,
TRES Running Club,,Mount Airy,MD,21771,,,,,,,,,,,,,
TRI Game Sports (2026),,Crownsville,MD,21032,,,,,,,,,,,,,
TRI Game Sports (by F2BK),,Crownsville,MD,21032,,,,,,,,,,,,,
Undead Running Project,,Lutherville Timonium,MD,21093,,,,,,,,,,,,,
Westminster Road Runners Club,,Westminster,MD,21158,,,,,,,,,,,,,
Willpower  Athletes Running Club and Coaching Series,,Poolesville,MD,20837,,http://www.willpowerathletes.com,,,,,,,,,,,
Amity Island Running Club,,Edgartown,MA,02539,,,,,,,,,,,,,
Boston Snail Running Club,,Boston,MA,02132,,,,,,,,,,,,,
Cambridge Sports Union,,Cambridge,MA,02139,,,,,,,,,,,,,
Canal Kids Running Club,,Buzzards Bay,MA,02532,,,,,,,,,,,,,
Catholic Collaborative Connection,,North Andover,MA,01845,,https://catholiccollaborativeconnection.com/blog/,,,,,,,,,,,
Cohasset Swim Center,,Cohasset,MA,02025,,https://www.cohassetswimcenter.com,,,,,,,,,,,
Colonial Road Runners,,Abington,MA,02351,,,,,,,,,,,,,
Falmouth Running Club,,Falmouth,MA,02540,,,,,,,,,,,,,
Frontline Running,,Holliston,MA,01746,,https://www.Frontlinerunning.com,,,,,,,,,,,
GoPerriGo Running,,Woburn,MA,01801,,http://gpgrunning.com,,,,,,,,,,,
Greater Boston Track Club,,Cambridge,MA,02141,,,,,,,,,,,,,
Greater Lowell Road Runners,,Dracut,MA,01826,,,,,,,,,,,,,
Greater Springfield Harriers,,West Springfield,MA,01089,,http://www.harriers.org/Index.html,,,,,,,,,,,
Highland City Striders,,Hudson,MA,01749,,http://www.highlandcitystriders.org,,,,,,,,,,,
Highland City Striders,,Northborough,MA,01532,,,,,,,,,,,,,
IRACELIKEAGIRL,,world,MA,00000,,http://www.iracelikeagirl.com,,,,,,,,,,,
Melrose Running Club,,Melrose,MA,02176,,,,,,,,,,,,,
Mom...The Meatloaf Running Club,,Pittsfield,MA,01201,,http://www.mtmrunning.com ,,,,,,,,,,,
Nashoba Valley Ski Team,,WESTFORD,MA,01886,,http://NVSCRACING.COM,,,,,,,,,,,
New England Walkers,,Brookline,MA,02445,,,,,,,,,,,,,
PHS Athletics,,Ipswich,MA,01938,,,,,,,,,,,,,
Pioneer Valley Women&#039;s Running Club,,Longmeadow,MA,01106,,,,,,,,,,,,,
riptiderunningcapecod@gmail.com,,South Yarmouth,MA,02664,,http://www.riptiderunning.com,,,,,,,,,,,
RunWithJenn,,Lunenburg,MA,01462,,,,,,,,,,,,,
